months_as_customer,age,policy_deductable,umbrella_limit,insured_sex,insured_education_level,insured_occupation,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,fraud_reported
2,28,1000,0,FEMALE,JD,machine-op-inspct,Single Vehicle Collision,Side Collision,Minor Damage,Fire,19,1,YES,0,2,YES,58140,N
19,32,1000,0,MALE,High School,other-service,Vehicle Theft,?,Minor Damage,Police,8,1,YES,1,1,YES,7040,N
69,24,500,0,FEMALE,High School,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,?,0,0,NO,63300,N
298,45,1000,0,MALE,High School,farming-fishing,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,18,3,NO,0,0,NO,64000,N
456,60,1000,0,FEMALE,Associate,sales,Parked Car,?,Minor Damage,Police,6,1,?,0,3,?,5060,N
144,35,500,0,MALE,High School,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,?,0,0,?,87900,N
246,39,1000,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,YES,0,3,?,45180,N
252,39,500,9000000,MALE,High School,transport-moving,Multi-vehicle Collision,Front Collision,Minor Damage,Other,15,3,?,0,3,NO,59400,Y
155,34,500,0,MALE,Masters,protective-serv,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,1,1,NO,1,1,YES,77040,N
241,43,1000,0,MALE,Associate,prof-specialty,Vehicle Theft,?,Trivial Damage,Police,21,1,NO,1,0,YES,7150,N
153,34,1000,4000000,FEMALE,Associate,priv-house-serv,Multi-vehicle Collision,Front Collision,Minor Damage,Other,9,3,NO,2,1,?,68400,N
88,25,1000,0,FEMALE,JD,handlers-cleaners,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,66780,Y
264,43,2000,0,MALE,Associate,adm-clerical,Multi-vehicle Collision,Front Collision,Minor Damage,Police,9,3,YES,2,0,NO,95150,N
286,41,1000,0,MALE,College,prof-specialty,Vehicle Theft,?,Trivial Damage,Police,3,1,YES,2,0,?,4100,N
129,30,2000,0,FEMALE,PhD,sales,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,1,3,?,74360,N
297,47,500,7000000,MALE,MD,adm-clerical,Multi-vehicle Collision,Side Collision,Total Loss,Fire,0,3,?,0,3,YES,44400,N
286,47,500,0,MALE,High School,priv-house-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,65800,N
160,33,1000,0,FEMALE,High School,exec-managerial,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,?,2,3,YES,52800,N
96,26,2000,0,FEMALE,Associate,prof-specialty,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,9,1,YES,2,3,NO,78320,N
130,34,500,3000000,FEMALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,?,2,3,YES,67500,N
239,39,2000,0,FEMALE,JD,protective-serv,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,NO,2,3,YES,87890,Y
78,29,1000,6000000,MALE,Masters,other-service,Vehicle Theft,?,Minor Damage,Police,3,1,YES,2,2,NO,7500,N
204,40,2000,0,MALE,JD,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,YES,1,1,NO,46200,N
119,27,2000,0,MALE,High School,transport-moving,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,NO,1,0,?,63720,N
243,41,1000,0,FEMALE,College,farming-fishing,Single Vehicle Collision,Front Collision,Major Damage,Fire,1,1,?,1,0,YES,50300,Y
113,29,2000,0,MALE,PhD,exec-managerial,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,?,0,2,YES,49950,Y
165,37,1000,0,MALE,Associate,tech-support,Multi-vehicle Collision,Front Collision,Total Loss,Police,23,3,?,2,2,YES,51590,N
107,26,500,0,FEMALE,JD,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,14,3,?,1,0,NO,59700,N
291,46,1000,0,FEMALE,High School,adm-clerical,Parked Car,?,Minor Damage,Police,8,1,NO,2,2,YES,5580,Y
218,41,500,0,MALE,JD,prof-specialty,Multi-vehicle Collision,Side Collision,Total Loss,Police,14,3,NO,2,0,NO,84590,N
22,29,2000,6000000,MALE,MD,exec-managerial,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,14,1,?,2,3,?,70800,Y
267,40,500,5000000,MALE,JD,transport-moving,Parked Car,?,Trivial Damage,Police,5,1,?,0,2,NO,5670,N
229,37,1000,0,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,0,2,YES,54560,N
429,56,1000,6000000,MALE,Associate,machine-op-inspct,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,1,YES,2,0,YES,39480,N
152,33,500,0,FEMALE,PhD,transport-moving,Single Vehicle Collision,Side Collision,Major Damage,Fire,16,1,YES,0,0,?,70400,Y
413,55,2000,0,MALE,MD,priv-house-serv,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,15,1,?,2,2,?,98160,Y
274,45,1000,0,FEMALE,JD,tech-support,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,YES,0,0,NO,58500,Y
475,57,500,0,MALE,Masters,adm-clerical,Single Vehicle Collision,Front Collision,Minor Damage,Police,20,1,?,0,2,NO,78000,N
187,37,1000,5000000,FEMALE,Masters,protective-serv,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,?,0,3,?,57700,N
284,48,1000,0,FEMALE,JD,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,?,0,3,YES,35750,N
213,35,500,0,MALE,MD,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,YES,2,0,YES,74140,N
364,51,500,0,MALE,Masters,transport-moving,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,YES,2,1,NO,77330,Y
266,44,500,0,MALE,High School,handlers-cleaners,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,?,1,2,YES,32800,N
212,39,1000,0,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,N
276,45,500,0,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,?,0,2,?,69300,N
156,32,500,0,MALE,Masters,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,Y
214,36,2000,7000000,FEMALE,Associate,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,NO,0,3,?,47080,N
222,40,1000,0,MALE,JD,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,17,2,YES,2,0,?,81500,N
149,37,500,0,MALE,PhD,prof-specialty,Single Vehicle Collision,Side Collision,Total Loss,Fire,17,1,YES,0,1,YES,64800,N
439,56,500,0,FEMALE,PhD,prof-specialty,Multi-vehicle Collision,Front Collision,Major Damage,Fire,12,3,?,2,3,?,56430,N
259,45,2000,0,MALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,?,1,1,NO,87780,N
176,36,500,5000000,MALE,College,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,?,2,1,YES,47300,N
135,34,2000,0,FEMALE,JD,protective-serv,Single Vehicle Collision,Side Collision,Total Loss,Fire,7,1,?,1,2,NO,78200,N
153,34,500,0,MALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Other,0,3,?,1,0,NO,77770,N
284,48,500,0,FEMALE,PhD,machine-op-inspct,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,?,0,0,?,46860,N
124,32,1000,0,FEMALE,Masters,farming-fishing,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,N
263,43,1000,0,FEMALE,Masters,handlers-cleaners,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,YES,2,3,YES,79320,N
143,30,500,5000000,FEMALE,High School,exec-managerial,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,NO,2,0,YES,54300,N
107,26,2000,0,MALE,MD,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,2,3,NO,2,3,NO,78650,Y
112,30,1000,0,FEMALE,Masters,prof-specialty,Single Vehicle Collision,Front Collision,Major Damage,Fire,3,1,YES,2,0,NO,107900,Y
85,31,2000,9000000,FEMALE,MD,tech-support,Multi-vehicle Collision,Front Collision,Major Damage,Other,1,2,NO,2,1,?,74400,Y
405,57,1000,4000000,MALE,MD,priv-house-serv,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,?,2,3,?,61440,N
259,42,2000,0,FEMALE,PhD,armed-forces,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,NO,1,2,YES,62590,N
201,40,2000,0,FEMALE,PhD,transport-moving,Vehicle Theft,?,Minor Damage,Police,14,1,YES,0,0,YES,6820,N
208,41,1000,0,FEMALE,College,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,2,2,?,69300,N
86,26,500,7000000,MALE,JD,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Police,11,1,?,1,1,YES,81840,Y
103,29,500,0,MALE,Associate,prof-specialty,Parked Car,?,Minor Damage,Police,5,1,NO,2,3,NO,7110,N
285,47,1000,0,FEMALE,Masters,sales,Vehicle Theft,?,Trivial Damage,Police,8,1,NO,1,1,NO,2700,N
373,55,500,0,MALE,MD,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,4,?,0,2,NO,60600,Y
210,35,1000,0,MALE,Masters,farming-fishing,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,?,58200,N
67,29,1000,0,MALE,High School,adm-clerical,Single Vehicle Collision,Rear Collision,Major Damage,Other,16,1,NO,0,3,YES,63800,Y
103,27,1000,0,FEMALE,College,handlers-cleaners,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,YES,1,1,NO,77700,N
163,37,500,6000000,FEMALE,JD,priv-house-serv,Single Vehicle Collision,Rear Collision,Total Loss,Fire,20,1,YES,2,3,YES,49400,N
61,25,2000,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,YES,1,0,NO,32320,N
265,40,1000,0,FEMALE,MD,protective-serv,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,2,3,?,55120,N
136,29,500,0,FEMALE,JD,transport-moving,Vehicle Theft,?,Minor Damage,Police,9,1,?,2,0,?,6200,N
140,36,500,0,FEMALE,JD,armed-forces,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,?,2,0,YES,79500,N
322,49,2000,0,FEMALE,PhD,armed-forces,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,?,0,2,YES,42240,N
266,42,1000,0,MALE,Associate,prof-specialty,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,1,3,YES,70830,N
243,44,500,0,MALE,JD,craft-repair,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,?,2,1,YES,51400,N
212,40,1000,0,FEMALE,Masters,other-service,Multi-vehicle Collision,Side Collision,Minor Damage,Other,17,3,YES,0,2,YES,82400,N
80,28,1000,0,FEMALE,College,farming-fishing,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,?,0,1,?,33480,N
279,43,2000,0,MALE,Associate,machine-op-inspct,Single Vehicle Collision,Side Collision,Major Damage,Police,13,1,YES,0,1,NO,57690,Y
435,58,2000,0,MALE,JD,sales,Multi-vehicle Collision,Rear Collision,Total Loss,Other,19,3,?,1,1,YES,41490,N
27,28,1000,0,MALE,MD,protective-serv,Parked Car,?,Trivial Damage,Police,4,1,?,2,0,?,3200,N
97,27,500,0,FEMALE,High School,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,75690,N
235,42,500,0,FEMALE,Masters,machine-op-inspct,Multi-vehicle Collision,Side Collision,Total Loss,Other,7,4,?,2,1,YES,69100,N
186,38,2000,0,FEMALE,JD,protective-serv,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,NO,2,3,?,73800,N
274,44,500,0,FEMALE,JD,tech-support,Vehicle Theft,?,Minor Damage,Police,7,1,NO,2,1,?,5590,N
180,36,500,0,MALE,College,prof-specialty,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,YES,2,1,?,69630,N
422,60,1000,0,FEMALE,MD,machine-op-inspct,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,YES,1,1,NO,85250,N
463,59,1000,0,FEMALE,JD,exec-managerial,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,2,?,1,2,NO,72400,Y
105,33,500,0,FEMALE,High School,adm-clerical,Single Vehicle Collision,Front Collision,Total Loss,Other,8,1,YES,0,1,?,70290,N
154,34,500,0,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,?,69480,Y
285,44,2000,0,MALE,MD,priv-house-serv,Vehicle Theft,?,Minor Damage,Police,3,1,YES,1,0,?,5500,N
116,30,500,0,MALE,JD,handlers-cleaners,Multi-vehicle Collision,Front Collision,Major Damage,Other,8,3,NO,0,3,?,59670,Y
427,60,1000,7000000,MALE,MD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860,Y
148,30,500,0,FEMALE,Masters,farming-fishing,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,NO,2,2,NO,32480,N
138,30,500,4000000,FEMALE,PhD,other-service,Single Vehicle Collision,Front Collision,Major Damage,Other,0,1,?,2,2,NO,83160,N
151,36,2000,0,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Police,12,3,NO,1,1,NO,62920,N
155,35,1000,0,FEMALE,Associate,adm-clerical,Multi-vehicle Collision,Front Collision,Total Loss,Police,16,3,YES,2,3,NO,29790,N
108,32,2000,4000000,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,61270,N
117,28,500,0,FEMALE,Associate,transport-moving,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,13,2,YES,0,1,?,55440,Y
335,50,1000,6000000,MALE,High School,sales,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,12,3,YES,2,3,YES,34320,N
165,36,2000,0,MALE,Masters,armed-forces,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,45700,N
204,38,2000,0,FEMALE,MD,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,5,1,NO,0,1,?,90530,N
253,41,1000,0,FEMALE,College,machine-op-inspct,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,NO,2,0,?,56610,N
75,27,1000,0,MALE,JD,armed-forces,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,?,0,1,YES,71640,N
297,48,1000,3000000,MALE,PhD,exec-managerial,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,?,0,0,NO,51480,N
39,22,500,0,MALE,JD,farming-fishing,Single Vehicle Collision,Rear Collision,Major Damage,Police,14,1,YES,0,1,YES,86130,Y
64,28,1000,0,MALE,JD,handlers-cleaners,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,3,NO,2,1,NO,60000,N
278,48,2000,7000000,FEMALE,MD,farming-fishing,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,12,1,?,2,0,?,76050,N
4,39,1000,6000000,FEMALE,High School,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,14,3,YES,1,3,?,54120,N
172,35,2000,0,MALE,MD,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Major Damage,Police,19,3,?,2,0,NO,79750,N
222,38,2000,0,MALE,MD,machine-op-inspct,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,?,2,2,YES,60480,N
102,32,500,3000000,MALE,JD,tech-support,Single Vehicle Collision,Side Collision,Total Loss,Other,11,1,NO,1,0,NO,47400,Y
219,39,2000,7000000,FEMALE,High School,protective-serv,Parked Car,?,Trivial Damage,Police,6,1,NO,0,2,NO,5920,N
293,49,2000,0,FEMALE,JD,transport-moving,Single Vehicle Collision,Front Collision,Total Loss,Police,19,1,?,1,1,?,57310,N
140,36,2000,0,FEMALE,JD,transport-moving,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,4,YES,0,2,YES,72800,N
463,57,500,0,MALE,Masters,priv-house-serv,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,NO,2,0,YES,59400,N
233,37,2000,0,FEMALE,High School,sales,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,80520,N
330,48,1000,0,MALE,College,farming-fishing,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,YES,1,3,?,59500,N
230,44,2000,0,FEMALE,College,prof-specialty,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,NO,0,2,YES,74140,N
32,38,2000,5000000,MALE,Associate,armed-forces,Parked Car,?,Trivial Damage,Police,22,1,YES,0,0,NO,2640,N
245,40,500,0,FEMALE,Masters,armed-forces,Single Vehicle Collision,Front Collision,Total Loss,Other,0,1,YES,0,1,NO,85150,N
123,29,500,0,FEMALE,Masters,machine-op-inspct,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,Y
410,54,2000,0,MALE,MD,protective-serv,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,0,1,YES,0,2,NO,59520,N
177,38,2000,0,FEMALE,College,adm-clerical,Single Vehicle Collision,Front Collision,Major Damage,Other,20,1,YES,2,0,NO,73700,Y
284,42,500,-1000000,MALE,Associate,machine-op-inspct,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,13,1,YES,0,1,?,94160,N
295,46,500,0,FEMALE,High School,armed-forces,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,1,YES,1,1,NO,60700,N
146,32,2000,0,MALE,Associate,priv-house-serv,Single Vehicle Collision,Rear Collision,Major Damage,Fire,12,1,?,0,3,?,59940,N
437,58,2000,0,MALE,Associate,craft-repair,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,YES,0,0,NO,55800,N
60,23,500,3000000,MALE,MD,protective-serv,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,9,1,YES,1,0,NO,56520,N
259,39,1000,0,FEMALE,JD,craft-repair,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,12,3,NO,1,3,?,46560,N
254,40,500,0,MALE,MD,prof-specialty,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,YES,0,1,?,43280,Y
46,24,2000,4000000,FEMALE,High School,armed-forces,Single Vehicle Collision,Side Collision,Major Damage,Fire,7,1,NO,2,0,?,56600,N
8,35,2000,0,MALE,Masters,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,3,NO,1,3,YES,71500,Y
17,39,1000,0,FEMALE,JD,adm-clerical,Parked Car,?,Trivial Damage,Police,9,1,?,2,1,?,3440,N
126,34,2000,0,FEMALE,Masters,transport-moving,Multi-vehicle Collision,Side Collision,Major Damage,Fire,2,3,NO,0,1,YES,58410,N
93,32,2000,0,MALE,PhD,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,16,1,?,1,1,?,78120,N
45,38,1000,0,MALE,Masters,machine-op-inspct,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,17,3,?,2,0,?,78240,N
138,33,500,5000000,FEMALE,JD,exec-managerial,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,?,95810,N
478,64,500,0,FEMALE,Associate,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,17,3,NO,1,1,NO,33930,N
193,40,500,0,FEMALE,College,handlers-cleaners,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,?,2,1,YES,64260,N
299,44,1000,0,FEMALE,College,other-service,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,3,1,YES,2,0,?,54240,N
125,35,500,7000000,MALE,JD,tech-support,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,2,3,NO,88660,Y
254,39,500,0,FEMALE,MD,exec-managerial,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,6,3,YES,2,2,NO,82320,Y
316,46,500,7000000,FEMALE,Masters,prof-specialty,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,?,0,1,YES,63100,N
434,57,2000,0,MALE,JD,transport-moving,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,3,NO,1,3,NO,66240,N
230,37,1000,0,MALE,PhD,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,?,49100,Y
34,34,500,0,FEMALE,PhD,priv-house-serv,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,?,1,0,NO,50800,Y
157,32,2000,0,MALE,College,other-service,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,?,1,2,NO,50800,Y
405,55,500,0,MALE,PhD,machine-op-inspct,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,2,4,YES,0,2,NO,38640,N
175,36,500,0,MALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,YES,42680,Y
126,31,1000,0,MALE,Masters,sales,Single Vehicle Collision,Front Collision,Total Loss,Police,17,1,NO,1,1,NO,60840,N
128,35,500,0,FEMALE,MD,machine-op-inspct,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,?,2,1,NO,88220,N
332,47,2000,0,MALE,MD,craft-repair,Multi-vehicle Collision,Front Collision,Major Damage,Police,22,4,YES,2,0,?,71760,Y
292,44,500,0,MALE,PhD,priv-house-serv,Single Vehicle Collision,Side Collision,Total Loss,Other,12,1,NO,1,0,YES,61700,N
30,31,2000,0,MALE,PhD,craft-repair,Vehicle Theft,?,Trivial Damage,Police,9,1,NO,2,1,YES,5760,N
398,55,2000,0,MALE,MD,farming-fishing,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,36740,Y
218,43,500,0,FEMALE,Associate,priv-house-serv,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,68200,Y
48,44,2000,0,MALE,College,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,YES,0,2,?,87300,N
140,30,500,0,FEMALE,College,adm-clerical,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,4,?,0,0,?,60170,N
194,39,500,0,MALE,Masters,adm-clerical,Multi-vehicle Collision,Front Collision,Major Damage,Other,3,3,?,2,2,NO,61500,N
1,33,500,0,FEMALE,High School,transport-moving,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,?,1,0,?,31700,N
235,39,2000,4000000,MALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Other,10,1,?,0,3,?,60320,Y
22,26,1000,0,MALE,PhD,craft-repair,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,3,1,YES,1,2,NO,78900,N
460,57,2000,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Front Collision,Major Damage,Other,10,1,?,2,3,NO,58300,Y
159,37,1000,0,MALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,70290,N
79,26,500,0,MALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,19,1,NO,2,2,?,40000,N
237,43,500,0,FEMALE,PhD,sales,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,NO,0,1,NO,59200,N
458,62,2000,5000000,MALE,Associate,handlers-cleaners,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,?,0,1,YES,46980,N
267,46,2000,0,FEMALE,MD,adm-clerical,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,NO,2,1,?,77100,N
258,41,500,0,MALE,Masters,exec-managerial,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,0,3,NO,2,3,NO,81240,Y
257,43,1000,0,FEMALE,JD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,N
15,34,2000,0,FEMALE,High School,sales,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,YES,1,3,?,75570,Y
106,30,500,0,FEMALE,PhD,transport-moving,Single Vehicle Collision,Rear Collision,Total Loss,Other,23,1,NO,2,2,NO,51120,N
193,41,500,0,FEMALE,JD,craft-repair,Single Vehicle Collision,Side Collision,Major Damage,Other,1,1,?,1,0,YES,112320,Y
296,42,2000,0,MALE,Associate,tech-support,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,9,3,YES,1,2,NO,64080,N
22,25,2000,0,FEMALE,College,prof-specialty,Multi-vehicle Collision,Front Collision,Total Loss,Other,0,4,YES,1,0,NO,77130,N
234,43,500,0,MALE,Associate,protective-serv,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,N
379,54,500,0,FEMALE,Associate,machine-op-inspct,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,?,0,1,NO,75960,N
245,42,1000,7000000,MALE,JD,exec-managerial,Parked Car,?,Minor Damage,Police,19,1,?,2,2,?,6490,Y
77,27,2000,0,FEMALE,High School,adm-clerical,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,1,3,YES,0,0,?,67200,N
250,43,2000,0,MALE,Masters,sales,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,NO,0,3,?,64200,N
32,29,500,0,MALE,MD,adm-clerical,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,YES,2,0,NO,57970,N
129,28,1000,0,MALE,Masters,machine-op-inspct,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,?,2,3,?,44640,N
169,34,500,0,FEMALE,JD,sales,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,?,0,0,YES,38700,N
451,61,2000,2000000,FEMALE,Associate,transport-moving,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,78100,Y
238,43,1000,4000000,MALE,High School,handlers-cleaners,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,NO,0,0,NO,42700,Y
222,39,500,0,MALE,High School,transport-moving,Multi-vehicle Collision,Rear Collision,Major Damage,Other,9,3,YES,2,1,?,55000,Y
130,28,1000,0,FEMALE,JD,farming-fishing,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,YES,2,1,NO,85020,N
145,37,2000,0,FEMALE,Associate,tech-support,Single Vehicle Collision,Rear Collision,Major Damage,Other,13,1,?,2,3,?,55110,N
38,28,500,4000000,MALE,Masters,priv-house-serv,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,74880,N
253,41,2000,0,FEMALE,PhD,sales,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,NO,2,2,YES,80740,Y
298,46,1000,6000000,MALE,JD,prof-specialty,Single Vehicle Collision,Side Collision,Minor Damage,Police,18,1,NO,2,3,YES,33550,N
166,34,1000,0,FEMALE,High School,machine-op-inspct,Single Vehicle Collision,Side Collision,Total Loss,Other,18,1,NO,0,2,YES,53680,N
398,55,500,0,MALE,High School,adm-clerical,Vehicle Theft,?,Trivial Damage,Police,7,1,?,2,3,?,6600,N
